External Quantum Efficiency	v1.4.7137.26188
Date Time:	Sunday, 05 June 2022 17:51:47
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500.0 to 780.0 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corr'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	500 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.98
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	10 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.982
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	50 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.9782
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
2463	7	575.0	2.700	0	1.256758E-001	1.82	3.522456E-009	0.27	1.883428E-002	0.25
2464	7	575.0	2.700	1	1.257049E-001	1.82	3.522576E-009	0.27	1.882499E-002	0.25
2465	7	575.0	2.700	2	1.255653E-001	1.82	3.518309E-009	0.27	1.880836E-002	0.25
2466	7	577.5	2.684	0	1.256758E-001	1.82	3.511766E-009	0.27	1.880267E-002	0.25
2467	7	577.5	2.684	1	1.257201E-001	1.82	3.511684E-009	0.27	1.880043E-002	0.25
2468	7	577.5	2.684	2	1.257425E-001	1.82	3.512080E-009	0.27	1.880781E-002	0.25
2469	7	580.0	2.664	0	1.256534E-001	1.82	3.503830E-009	0.27	1.875138E-002	0.25
2470	7	580.0	2.664	1	1.257425E-001	1.82	3.503710E-009	0.27	1.874810E-002	0.25
2471	7	580.0	2.664	2	1.256911E-001	1.82	3.503435E-009	0.27	1.875090E-002	0.25
2472	7	582.5	2.642	0	1.246173E-001	1.82	3.473833E-009	0.27	1.855898E-002	0.25
2473	7	582.5	2.642	1	1.245282E-001	1.82	3.471644E-009	0.27	1.854650E-002	0.25
2474	7	582.5	2.642	2	1.245583E-001	1.82	3.474074E-009	0.27	1.856363E-002	0.25
2475	7	585.0	2.616	0	1.246540E-001	1.82	3.478389E-009	0.27	1.856779E-002	0.25
2476	7	585.0	2.616	1	1.246173E-001	1.82	3.478027E-009	0.27	1.857195E-002	0.25
2477	7	585.0	2.616	2	1.246840E-001	1.82	3.481253E-009	0.27	1.858346E-002	0.25
2478	7	587.5	2.588	0	1.288583E-001	1.82	3.593206E-009	0.27	1.918949E-002	0.25
2479	7	587.5	2.588	1	1.288436E-001	1.82	3.591461E-009	0.27	1.918589E-002	0.25
2480	7	587.5	2.588	2	1.288069E-001	1.82	3.589706E-009	0.27	1.917428E-002	0.25
2481	7	590.0	2.556	0	1.346698E-001	1.82	3.748323E-009	0.27	2.001016E-002	0.25
2482	7	590.0	2.556	1	1.346398E-001	1.82	3.748685E-009	0.27	2.001625E-002	0.25
2483	7	590.0	2.556	2	1.346322E-001	1.82	3.747325E-009	0.27	2.000927E-002	0.25
2484	7	592.5	2.522	0	1.370454E-001	1.82	3.807782E-009	0.27	2.027947E-002	0.25
2485	7	592.5	2.522	1	1.370378E-001	1.82	3.805917E-009	0.27	2.026554E-002	0.25
2486	7	592.5	2.522	2	1.370378E-001	1.82	3.808467E-009	0.27	2.028219E-002	0.25
2487	7	595.0	2.484	0	1.370011E-001	1.82	3.805111E-009	0.27	2.020818E-002	0.25
2488	7	595.0	2.484	1	1.370601E-001	1.82	3.806785E-009	0.27	2.022065E-002	0.25
2489	7	595.0	2.484	2	1.370301E-001	1.82	3.805795E-009	0.27	2.021745E-002	0.25
2490	7	597.5	2.444	0	1.433294E-001	1.82	3.974837E-009	0.27	2.107093E-002	0.25
2491	7	597.5	2.444	1	1.433218E-001	1.82	3.972359E-009	0.27	2.105710E-002	0.25
2492	7	597.5	2.444	2	1.432703E-001	1.82	3.972768E-009	0.27	2.107237E-002	0.25
2493	7	600.0	2.400	0	1.575480E-001	1.82	4.360392E-009	0.27	2.309349E-002	0.25
2494	7	600.0	2.400	1	1.575480E-001	1.82	4.360392E-009	0.27	2.308981E-002	0.25
2495	7	600.0	2.400	2	1.575480E-001	1.82	4.357637E-009	0.27	2.307318E-002	0.25
2496	7	602.5	2.352	0	1.728327E-001	1.82	4.770485E-009	0.27	2.519759E-002	0.25
2497	7	602.5	2.352	1	1.727812E-001	1.82	4.769042E-009	0.27	2.519255E-002	0.25
2498	7	602.5	2.352	2	1.727146E-001	1.82	4.771482E-009	0.27	2.520814E-002	0.25
2499	7	605.0	2.299	0	1.862891E-001	1.82	5.148104E-009	0.27	2.708542E-002	0.25
2500	7	605.0	2.299	1	1.862301E-001	1.82	5.145349E-009	0.27	2.706512E-002	0.25
2501	7	605.0	2.299	2	1.863115E-001	1.82	5.146108E-009	0.27	2.707671E-002	0.25
2502	7	607.5	2.242	0	2.041942E-001	1.82	5.682429E-009	0.27	2.965809E-002	0.25
2503	7	607.5	2.242	1	2.042242E-001	1.82	5.685902E-009	0.27	2.967610E-002	0.25
2504	7	607.5	2.242	2	2.042014E-001	1.82	5.686143E-009	0.27	2.967986E-002	0.25
2505	7	610.0	2.182	0	2.380061E-001	1.82	6.738078E-009	0.27	3.470403E-002	0.25
2506	7	610.0	2.182	1	2.380652E-001	1.82	6.740591E-009	0.27	3.471002E-002	0.25
2507	7	610.0	2.182	2	2.380137E-001	1.82	6.740399E-009	0.27	3.471738E-002	0.25
2508	7	612.5	2.119	0	2.448451E-001	1.82	6.877516E-009	0.27	3.538125E-002	0.25
2509	7	612.5	2.119	1	2.448160E-001	1.82	6.876437E-009	0.27	3.537901E-002	0.25
2510	7	612.5	2.119	2	2.447937E-001	1.82	6.877758E-009	0.27	3.538397E-002	0.25
2511	7	615.0	2.054	0	2.208780E-001	1.82	6.079834E-009	0.27	3.164123E-002	0.25
2512	7	615.0	2.054	1	2.209008E-001	1.82	6.081749E-009	0.27	3.165116E-002	0.25
2513	7	615.0	2.054	2	2.209599E-001	1.82	6.078802E-009	0.27	3.163571E-002	0.25
2514	7	617.5	1.989	0	2.146163E-001	1.82	5.860354E-009	0.27	3.058382E-002	0.25
2515	7	617.5	1.989	1	2.145349E-001	1.82	5.860033E-009	0.27	3.058246E-002	0.25
2516	7	617.5	1.989	2	2.146316E-001	1.82	5.861714E-009	0.27	3.058390E-002	0.25
2517	7	620.0	1.925	0	2.165856E-001	1.82	5.885763E-009	0.27	3.064030E-002	0.25
2518	7	620.0	1.925	1	2.164598E-001	1.82	5.882336E-009	0.27	3.062365E-002	0.25
2519	7	620.0	1.925	2	2.165918E-001	1.82	5.884605E-009	0.27	3.063191E-002	0.25
2520	7	622.5	1.861	0	2.191831E-001	1.82	5.934061E-009	0.27	3.082023E-002	0.25
2521	7	622.5	1.861	1	2.191393E-001	1.82	5.933183E-009	0.27	3.081414E-002	0.25
2522	7	622.5	1.861	2	2.191317E-001	1.82	5.933941E-009	0.27	3.081598E-002	0.25
2523	7	625.0	1.800	0	2.268219E-001	1.82	6.127020E-009	0.27	3.178580E-002	0.25
2524	7	625.0	1.800	1	2.267766E-001	1.82	6.127415E-009	0.27	3.178940E-002	0.25
2525	7	625.0	1.800	2	2.267842E-001	1.82	6.129530E-009	0.27	3.179812E-002	0.25
2526	7	627.5	1.740	0	2.389455E-001	1.82	6.444734E-009	0.27	3.340261E-002	0.25
2527	7	627.5	1.740	1	2.388650E-001	1.82	6.441668E-009	0.27	3.338364E-002	0.25
2528	7	627.5	1.740	2	2.388788E-001	1.82	6.443062E-009	0.27	3.340124E-002	0.25
2529	7	630.0	1.680	0	2.534014E-001	1.82	6.831803E-009	0.27	3.536637E-002	0.25
2530	7	630.0	1.680	1	2.536681E-001	1.82	6.836913E-009	0.27	3.539141E-002	0.25
2531	7	630.0	1.680	2	2.535791E-001	1.82	6.837479E-009	0.27	3.539468E-002	0.25
2532	7	632.5	1.620	0	2.671108E-001	1.82	7.188456E-009	0.27	3.712349E-002	0.25
2533	7	632.5	1.620	1	2.669998E-001	1.82	7.186301E-009	0.27	3.710948E-002	0.25
2534	7	632.5	1.620	2	2.670074E-001	1.82	7.185787E-009	0.27	3.710868E-002	0.25
2535	7	635.0	1.560	0	2.773919E-001	1.82	7.447097E-009	0.27	3.836186E-002	0.25
2536	7	635.0	1.560	1	2.774071E-001	1.82	7.446027E-009	0.27	3.835770E-002	0.25
2537	7	635.0	1.560	2	2.774362E-001	1.82	7.444982E-009	0.27	3.835594E-002	0.25
2538	7	637.5	1.500	0	2.833725E-001	1.82	7.572782E-009	0.27	3.893643E-002	0.25
2539	7	637.5	1.500	1	2.834916E-001	1.82	7.578124E-009	0.27	3.896291E-002	0.25
2540	7	637.5	1.500	2	2.833572E-001	1.82	7.577481E-009	0.27	3.896837E-002	0.25
2541	7	640.0	1.440	0	2.884947E-001	1.82	7.686134E-009	0.27	3.945518E-002	0.25
2542	7	640.0	1.440	1	2.884056E-001	1.82	7.682704E-009	0.27	3.945007E-002	0.25
2543	7	640.0	1.440	2	2.883389E-001	1.82	7.682221E-009	0.27	3.944775E-002	0.25
2544	7	642.5	1.380	0	2.971919E-001	1.82	7.896465E-009	0.27	4.046170E-002	0.25
2545	7	642.5	1.380	1	2.971543E-001	1.82	7.892875E-009	0.27	4.044603E-002	0.25
2546	7	642.5	1.380	2	2.970285E-001	1.82	7.892392E-009	0.27	4.044045E-002	0.25
2547	7	645.0	1.320	0	3.130234E-001	1.82	8.294347E-009	0.27	4.244532E-002	0.25
2548	7	645.0	1.320	1	3.131644E-001	1.82	8.295861E-009	0.27	4.246667E-002	0.25
2549	7	645.0	1.320	2	3.131568E-001	1.82	8.294501E-009	0.27	4.245658E-002	0.25
2550	7	647.5	1.260	0	3.337276E-001	1.82	8.806859E-009	0.27	4.496030E-002	0.25
2551	7	647.5	1.260	1	3.336385E-001	1.82	8.808702E-009	0.27	4.496316E-002	0.25
2552	7	647.5	1.260	2	3.336823E-001	1.82	8.807891E-009	0.27	4.496109E-002	0.25
2553	7	650.0	1.200	0	3.540592E-001	1.82	9.301889E-009	0.27	4.736122E-002	0.25
2554	7	650.0	1.200	1	3.542893E-001	1.82	9.300459E-009	0.27	4.736136E-002	0.25
2555	7	650.0	1.200	2	3.541702E-001	1.82	9.299591E-009	0.27	4.735279E-002	0.25
2556	7	652.5	1.140	0	3.696030E-001	1.82	9.650563E-009	0.27	4.900904E-002	0.25
2557	7	652.5	1.140	1	3.696030E-001	1.82	9.644421E-009	0.27	4.898687E-002	0.25
2558	7	652.5	1.140	2	3.694258E-001	1.82	9.644421E-009	0.27	4.898511E-002	0.25
2559	7	655.0	1.080	0	3.817795E-001	1.82	9.931513E-009	0.27	5.031092E-002	0.25
2560	7	655.0	1.080	1	3.818828E-001	1.82	9.933663E-009	0.27	5.031637E-002	0.25
2561	7	655.0	1.080	2	3.817342E-001	1.82	9.933027E-009	0.27	5.032294E-002	0.25
2562	7	657.5	1.020	0	3.893149E-001	1.82	1.011242E-008	0.27	5.109184E-002	0.25
2563	7	657.5	1.020	1	3.893363E-001	1.82	1.011354E-008	0.27	5.109920E-002	0.25
2564	7	657.5	1.020	2	3.892482E-001	1.82	1.010731E-008	0.27	5.107240E-002	0.25
2565	7	660.0	0.960	0	3.955765E-001	1.82	1.027283E-008	0.27	5.178948E-002	0.25
2566	7	660.0	0.960	1	3.956723E-001	1.82	1.027810E-008	0.27	5.181355E-002	0.25
2567	7	660.0	0.960	2	3.954422E-001	1.82	1.026885E-008	0.27	5.177083E-002	0.25
2568	7	662.5	0.900	0	3.972780E-001	1.82	1.030435E-008	0.27	5.187916E-002	0.25
2569	7	662.5	0.900	1	3.975381E-001	1.82	1.031081E-008	0.27	5.190419E-002	0.25
2570	7	662.5	0.900	2	3.976048E-001	1.82	1.030993E-008	0.27	5.189493E-002	0.25
2571	7	665.0	0.840	0	3.999875E-001	1.82	1.034542E-008	0.27	5.203549E-002	0.25
2572	7	665.0	0.840	1	3.998618E-001	1.82	1.034518E-008	0.27	5.203358E-002	0.25
2573	7	665.0	0.840	2	3.999361E-001	1.82	1.034518E-008	0.27	5.202990E-002	0.25
2574	7	667.5	0.780	0	3.950059E-001	1.82	1.017416E-008	0.27	5.109536E-002	0.25
2575	7	667.5	0.780	1	3.949468E-001	1.82	1.017377E-008	0.27	5.108721E-002	0.25
2576	7	667.5	0.780	2	3.950802E-001	1.82	1.018102E-008	0.27	5.113890E-002	0.25
2577	7	670.0	0.720	0	3.954498E-001	1.82	1.012957E-008	0.27	5.068839E-002	0.25
2578	7	670.0	0.720	1	3.954060E-001	1.82	1.012678E-008	0.27	5.066990E-002	0.25
2579	7	670.0	0.720	2	3.954498E-001	1.82	1.012869E-008	0.27	5.068839E-002	0.25
2580	7	672.5	0.660	0	3.951392E-001	1.82	1.007868E-008	0.27	5.021092E-002	0.25
2581	7	672.5	0.660	1	3.952574E-001	1.82	1.008418E-008	0.27	5.023325E-002	0.25
2582	7	672.5	0.660	2	3.952574E-001	1.82	1.008307E-008	0.27	5.022573E-002	0.25
2583	7	675.0	0.600	0	3.957766E-001	1.82	1.005307E-008	0.27	4.987050E-002	0.25
2584	7	675.0	0.600	1	3.957766E-001	1.82	1.005259E-008	0.27	4.985292E-002	0.25
2585	7	675.0	0.600	2	3.955994E-001	1.82	1.005108E-008	0.27	4.985292E-002	0.25
2586	7	677.5	0.539	0	3.979669E-001	1.82	1.007621E-008	0.27	4.981404E-002	0.25
2587	7	677.5	0.539	1	3.980259E-001	1.82	1.007597E-008	0.27	4.981306E-002	0.25
2588	7	677.5	0.539	2	3.980850E-001	1.82	1.007548E-008	0.27	4.980379E-002	0.25
2589	7	680.0	0.475	0	3.977897E-001	1.82	1.003648E-008	0.27	4.950130E-002	0.25
2590	7	680.0	0.475	1	3.977897E-001	1.82	1.003633E-008	0.27	4.950232E-002	0.25
2591	7	680.0	0.475	2	3.975972E-001	1.82	1.003225E-008	0.27	4.948172E-002	0.25
2592	7	682.5	0.411	0	3.926670E-001	1.82	9.881566E-009	0.27	4.861118E-002	0.25
2593	7	682.5	0.411	1	3.926822E-001	1.82	9.882772E-009	0.27	4.861772E-002	0.25
2594	7	682.5	0.411	2	3.926079E-001	1.82	9.879811E-009	0.27	4.860287E-002	0.25
2595	7	685.0	0.346	0	3.835925E-001	1.82	9.630461E-009	0.27	4.720950E-002	0.25
2596	7	685.0	0.346	1	3.836077E-001	1.82	9.633421E-009	0.27	4.722054E-002	0.25
2597	7	685.0	0.346	2	3.835925E-001	1.82	9.636198E-009	0.27	4.723712E-002	0.25
2598	7	687.5	0.281	0	3.711283E-001	1.82	9.296479E-009	0.27	4.536552E-002	0.25
2599	7	687.5	0.281	1	3.712026E-001	1.82	9.299350E-009	0.27	4.537015E-002	0.25
2600	7	687.5	0.281	2	3.712464E-001	1.82	9.300857E-009	0.27	4.537952E-002	0.25
2601	7	690.0	0.218	0	3.579533E-001	1.82	8.931293E-009	0.27	4.334936E-002	0.25
2602	7	690.0	0.218	1	3.577447E-001	1.82	8.924919E-009	0.27	4.332256E-002	0.25
2603	7	690.0	0.218	2	3.579533E-001	1.82	8.929297E-009	0.27	4.334936E-002	0.25
2604	7	692.5	0.158	0	3.536747E-001	1.82	8.788355E-009	0.27	4.244178E-002	0.25
2605	7	692.5	0.158	1	3.535566E-001	1.82	8.784999E-009	0.27	4.242042E-002	0.25
2606	7	692.5	0.158	2	3.534975E-001	1.82	8.781248E-009	0.27	4.241225E-002	0.25
2607	7	695.0	0.101	0	3.674127E-001	1.82	9.109579E-009	0.27	4.376666E-002	0.25
2608	7	695.0	0.101	1	3.677233E-001	1.82	9.114680E-009	0.27	4.380545E-002	0.25
2609	7	695.0	0.101	2	3.676643E-001	1.82	9.115317E-009	0.27	4.379905E-002	0.25
2610	7	697.5	0.048	0	3.886561E-001	1.82	9.625437E-009	0.27	4.601209E-002	0.25
2611	7	697.5	0.048	1	3.886561E-001	1.82	9.623923E-009	0.27	4.600490E-002	0.25
2612	7	697.5	0.048	2	3.885818E-001	1.82	9.623200E-009	0.27	4.600858E-002	0.25
2613	7	700.0	0.000	0	4.030894E-001	1.82	9.997390E-009	0.27	4.754993E-002	0.25
2614	7	700.0	0.000	1	4.031333E-001	1.82	9.995876E-009	0.27	4.754720E-002	0.25
2615	7	700.0	0.000	2	4.034000E-001	1.82	1.000210E-008	0.27	4.756192E-002	0.25
2616	7	702.5	-0.042	0	4.118535E-001	1.82	1.023662E-008	0.27	4.841045E-002	0.25
2617	7	702.5	-0.042	1	4.118383E-001	1.82	1.023662E-008	0.27	4.840950E-002	0.25
2618	7	702.5	-0.042	2	4.118383E-001	1.82	1.023350E-008	0.27	4.839374E-002	0.25
2619	7	705.0	-0.079	0	4.165597E-001	1.82	1.036616E-008	0.27	4.873062E-002	0.25
2620	7	705.0	-0.079	1	4.166188E-001	1.82	1.036632E-008	0.27	4.872583E-002	0.25
2621	7	705.0	-0.079	2	4.166779E-001	1.82	1.036656E-008	0.27	4.872967E-002	0.25
2622	7	707.5	-0.112	0	4.175231E-001	1.82	1.039393E-008	0.27	4.851686E-002	0.25
2623	7	707.5	-0.112	1	4.175822E-001	1.82	1.039220E-008	0.27	4.850477E-002	0.25
2624	7	707.5	-0.112	2	4.175076E-001	1.82	1.038270E-008	0.27	4.846228E-002	0.25
2625	7	710.0	-0.142	0	4.141771E-001	1.82	1.029557E-008	0.27	4.769624E-002	0.25
2626	7	710.0	-0.142	1	4.141619E-001	1.82	1.029748E-008	0.27	4.771186E-002	0.25
2627	7	710.0	-0.142	2	4.142514E-001	1.82	1.029357E-008	0.27	4.768330E-002	0.25
2628	7	712.5	-0.169	0	4.039623E-001	1.82	1.001208E-008	0.27	4.598450E-002	0.25
2629	7	712.5	-0.169	1	4.039623E-001	1.82	1.001247E-008	0.27	4.599002E-002	0.25
2630	7	712.5	-0.169	2	4.039775E-001	1.82	1.000386E-008	0.27	4.594106E-002	0.25
2631	7	715.0	-0.194	0	3.891000E-001	1.82	9.613075E-009	0.27	4.374545E-002	0.25
2632	7	715.0	-0.194	1	3.887895E-001	1.82	9.615312E-009	0.27	4.375744E-002	0.25
2633	7	715.0	-0.194	2	3.889667E-001	1.82	9.618812E-009	0.27	4.377048E-002	0.25
2634	7	717.5	-0.219	0	3.689971E-001	1.82	9.106706E-009	0.27	4.102515E-002	0.25
2635	7	717.5	-0.219	1	3.688790E-001	1.82	9.102560E-009	0.27	4.100203E-002	0.25
2636	7	717.5	-0.219	2	3.689228E-001	1.82	9.102955E-009	0.27	4.101316E-002	0.25
2637	7	720.0	-0.245	0	3.498258E-001	1.82	8.630325E-009	0.27	3.849562E-002	0.25
2638	7	720.0	-0.245	1	3.498258E-001	1.82	8.631685E-009	0.27	3.850394E-002	0.25
2639	7	720.0	-0.245	2	3.498258E-001	1.82	8.637191E-009	0.27	3.853170E-002	0.25
2640	7	722.5	-0.271	0	3.281538E-001	1.82	8.105849E-009	0.27	3.582078E-002	0.25
2641	7	722.5	-0.271	1	3.279766E-001	1.82	8.101471E-009	0.27	3.580879E-002	0.25
2642	7	722.5	-0.271	2	3.280509E-001	1.82	8.106331E-009	0.27	3.582919E-002	0.25
2643	7	725.0	-0.300	0	3.119588E-001	1.82	7.725257E-009	0.27	3.383893E-002	0.25
2644	7	725.0	-0.300	1	3.120331E-001	1.82	7.730792E-009	0.27	3.386110E-002	0.25
2645	7	725.0	-0.300	2	3.121512E-001	1.82	7.730156E-009	0.27	3.385566E-002	0.25
2646	7	727.5	-0.329	0	3.151866E-001	1.82	7.818613E-009	0.27	3.393702E-002	0.25
2647	7	727.5	-0.329	1	3.151122E-001	1.82	7.815980E-009	0.27	3.392791E-002	0.25
2648	7	727.5	-0.329	2	3.151866E-001	1.82	7.817976E-009	0.27	3.393430E-002	0.25
2649	7	730.0	-0.358	0	3.258892E-001	1.82	8.090218E-009	0.27	3.480218E-002	0.25
2650	7	730.0	-0.358	1	3.260226E-001	1.82	8.092610E-009	0.27	3.480026E-002	0.25
2651	7	730.0	-0.358	2	3.259483E-001	1.82	8.092610E-009	0.27	3.480762E-002	0.25
2652	7	732.5	-0.385	0	3.240095E-001	1.82	8.039491E-009	0.27	3.423312E-002	0.25
2653	7	732.5	-0.385	1	3.240686E-001	1.82	8.041246E-009	0.27	3.424511E-002	0.25
2654	7	732.5	-0.385	2	3.241276E-001	1.82	8.044997E-009	0.27	3.425624E-002	0.25
2655	7	735.0	-0.413	0	3.119150E-001	1.82	7.725257E-009	0.27	3.254096E-002	0.25
2656	7	735.0	-0.413	1	3.119740E-001	1.82	7.724621E-009	0.27	3.253255E-002	0.25
2657	7	735.0	-0.413	2	3.119150E-001	1.82	7.722142E-009	0.27	3.251960E-002	0.25
2658	7	737.5	-0.441	0	3.006197E-001	1.82	7.423653E-009	0.27	3.092614E-002	0.25
2659	7	737.5	-0.441	1	3.004263E-001	1.82	7.421811E-009	0.27	3.091782E-002	0.25
2660	7	737.5	-0.441	2	3.003672E-001	1.82	7.422534E-009	0.27	3.092991E-002	0.25
2661	7	740.0	-0.469	0	2.770518E-001	1.82	6.829219E-009	0.27	2.815602E-002	0.25
2662	7	740.0	-0.469	1	2.768593E-001	1.82	6.824590E-009	0.27	2.814131E-002	0.25
2663	7	740.0	-0.469	2	2.768593E-001	1.82	6.825468E-009	0.27	2.814499E-002	0.25
2664	7	742.5	-0.499	0	2.543574E-001	1.82	6.262141E-009	0.27	2.558104E-002	0.25
2665	7	742.5	-0.499	1	2.540316E-001	1.82	6.260386E-009	0.27	2.557368E-002	0.25
2666	7	742.5	-0.499	2	2.542240E-001	1.82	6.263896E-009	0.27	2.559031E-002	0.25
2667	7	745.0	-0.530	0	2.263194E-001	1.82	5.579491E-009	0.27	2.259539E-002	0.25
2668	7	745.0	-0.530	1	2.263784E-001	1.82	5.577498E-009	0.27	2.258698E-002	0.25
2669	7	745.0	-0.530	2	2.263784E-001	1.82	5.579889E-009	0.27	2.259172E-002	0.25
2670	7	747.5	-0.564	0	2.039956E-001	1.82	5.040657E-009	0.27	2.023050E-002	0.25
2671	7	747.5	-0.564	1	2.039956E-001	1.82	5.038664E-009	0.27	2.021649E-002	0.25
2672	7	747.5	-0.564	2	2.039365E-001	1.82	5.043531E-009	0.27	2.024249E-002	0.25
2673	7	750.0	-0.600	0	1.935140E-001	1.82	4.800795E-009	0.27	1.909052E-002	0.25
2674	7	750.0	-0.600	1	1.934549E-001	1.82	4.799040E-009	0.27	1.908316E-002	0.25
2675	7	750.0	-0.600	2	1.934702E-001	1.82	4.801432E-009	0.27	1.909420E-002	0.25
2676	7	752.5	-0.638	0	1.850911E-001	1.82	4.599376E-009	0.27	1.813761E-002	0.25
2677	7	752.5	-0.638	1	1.850911E-001	1.82	4.597390E-009	0.27	1.812920E-002	0.25
2678	7	752.5	-0.638	2	1.850911E-001	1.82	4.596754E-009	0.27	1.812648E-002	0.25
2679	7	755.0	-0.678	0	1.793320E-001	1.82	4.441356E-009	0.27	1.736773E-002	0.25
2680	7	755.0	-0.678	1	1.792730E-001	1.82	4.440479E-009	0.27	1.736677E-002	0.25
2681	7	755.0	-0.678	2	1.792730E-001	1.82	4.440479E-009	0.27	1.737141E-002	0.25
2682	7	757.5	-0.719	0	1.674147E-001	1.82	4.129148E-009	0.27	1.601127E-002	0.25
2683	7	757.5	-0.719	1	1.674147E-001	1.82	4.130025E-009	0.27	1.601223E-002	0.25
2684	7	757.5	-0.719	2	1.674299E-001	1.82	4.129148E-009	0.27	1.600759E-002	0.25
2685	7	760.0	-0.761	0	1.515455E-001	1.82	3.720476E-009	0.27	1.428566E-002	0.25
2686	7	760.0	-0.761	1	1.515455E-001	1.82	3.720717E-009	0.27	1.428566E-002	0.25
2687	7	760.0	-0.761	2	1.514712E-001	1.82	3.719598E-009	0.27	1.428566E-002	0.25
2688	7	762.5	-0.804	0	1.347732E-001	1.82	3.295074E-009	0.27	1.251566E-002	0.25
2689	7	762.5	-0.804	1	1.346550E-001	1.82	3.291563E-009	0.27	1.250463E-002	0.25
2690	7	762.5	-0.804	2	1.346550E-001	1.82	3.290445E-009	0.27	1.249999E-002	0.25
2691	7	765.0	-0.848	0	1.165489E-001	1.82	2.831942E-009	0.27	1.065135E-002	0.25
2692	7	765.0	-0.848	1	1.164898E-001	1.82	2.833697E-009	0.27	1.065871E-002	0.25
2693	7	765.0	-0.848	2	1.165641E-001	1.82	2.836802E-009	0.27	1.066335E-002	0.25
2694	7	767.5	-0.893	0	1.036998E-001	1.82	2.506724E-009	0.27	9.349558E-003	0.25
2695	7	767.5	-0.893	1	1.036845E-001	1.82	2.507362E-009	0.27	9.350930E-003	0.25
2696	7	767.5	-0.893	2	1.036998E-001	1.82	2.507602E-009	0.27	9.347232E-003	0.25
2697	7	770.0	-0.938	0	8.783779E-002	1.82	2.111552E-009	0.27	7.809437E-003	0.25
2698	7	770.0	-0.938	1	8.780052E-002	1.82	2.110434E-009	0.27	7.808064E-003	0.25
2699	7	770.0	-0.938	2	8.783779E-002	1.82	2.112429E-009	0.27	7.815929E-003	0.25
2700	7	772.5	-0.985	0	7.973257E-002	1.82	1.913845E-009	0.27	7.013744E-003	0.25
2701	7	772.5	-0.985	1	7.976982E-002	1.82	1.913845E-009	0.27	7.011417E-003	0.25
2702	7	772.5	-0.985	2	7.976982E-002	1.82	1.914086E-009	0.27	7.011895E-003	0.25
2703	7	775.0	-1.031	0	7.472165E-002	1.82	1.786648E-009	0.27	6.489124E-003	0.25
2704	7	775.0	-1.031	1	7.472165E-002	1.82	1.787212E-009	0.27	6.493290E-003	0.25
2705	7	775.0	-1.031	2	7.472165E-002	1.82	1.787405E-009	0.27	6.491441E-003	0.25
2706	7	777.5	-1.078	0	6.725322E-002	1.82	1.599436E-009	0.27	5.754500E-003	0.25
2707	7	777.5	-1.078	1	6.725322E-002	1.82	1.599002E-009	0.27	5.750324E-003	0.25
2708	7	777.5	-1.078	2	6.722368E-002	1.82	1.597561E-009	0.27	5.744786E-003	0.25
2709	7	780.0	-1.126	0	6.731229E-002	1.82	1.587075E-009	0.27	5.657330E-003	0.25
2710	7	780.0	-1.126	1	6.731229E-002	1.82	1.586631E-009	0.27	5.657330E-003	0.25
2711	7	780.0	-1.126	2	6.728275E-002	1.82	1.586631E-009	0.27	5.655958E-003	0.25
